P30530
Q9Y616
Q9BT09
Q13164
P61289
Q07912
Q7Z4I7
P16234
Q969H6
P23458
P24001
Q96IQ7
O94768
P28482
Q7Z2Y5
Q04726
P34932
P49716
Q14790
P07357
Q9Y6H1
P54652
Q5VWQ8
O00453
P14616
P46940
Q9H0F6
Q96S38
P09493
P25054
P02745
P29074
O95835
P81877
P54252
Q92558
P78527
P61201
Q14155
Q96NE9
Q96AG3
Q04826
P07307
P47712
P31943
Q9NX62
P53708
P60660
Q8IYJ3
P02743
P54764
P51532
Q08881
Q4LDE5
O15146
O00429
O60330
P23396
P30305
P43628
O75382
O95163
P27918
Q96S82
Q8TAI7
P78310
Q9Y2U5
P08621
Q15036
P04271
Q9H2X3
Q15013
Q14517
Q9BY32
O43707
P18463
O00401
P50502
O43307
Q9BZZ2
Q9UQQ2
Q9UHI8
P54762
P01732
O95999
Q15116
P11509
Q16548
O95817
P50591
P06733
P06756
O43639
P48059
Q8N2I9
Q9P286
O43561
Q29983
Q15121
Q7L7X3
Q09472
P00748
Q8NEV9
P23468
Q8N5F7
O60674
P62873
Q05952
Q76I76
Q6UVK1
Q92637
P29692
P29279
P55017
Q15054
O00391
P23284
Q9HBE1
A6NNM3
P01920
P49137
Q16827
O00115
P01859
Q96G74
P29401
O60936
P80075
Q86X27
Q15306
Q99665
P06241
P29350
Q30154
Q5VVQ6
P04908
Q14449
P41218
P55957
Q9UIR0
Q9NXR7
Q9HCL0
Q9NRF2
P08603
Q13546
P35590
Q14257
P61978
Q14680
Q9Y2D8
Q9Y6N6
P30685
Q16832
P51861
P00746
Q9UHP3
Q14002
Q8N2W9
P13598
P03952
P25942
O95294
P08174
Q9Y490
P15018
Q16851
Q96FA3
Q9P1Y6
Q16543
Q9HBB8
P42081
P30488
O43734
Q00005
Q6P4A7
P23327
P54132
P60409
Q86UX7
Q495A1
P56192
Q9NY65
Q9HAZ1
P46934
O43852
P11362
P58107
P07202
Q8WXI2
P55196
Q9Y6Q5
P55008
Q9NZ52
Q8WXG9
P30481
Q16828
P31689
Q9Y3E5
P11309
O95379
P08238
P48643
P17844
P23471
O75563
P78386
Q71U36
Q8N2Y8
Q9P296
P30485
Q01524
P15822
Q9HB75
P23528
P11142
P18428
O14649
Q14119
P10415
Q07108
O43318
O43524
Q9UNE7
P12931
Q99650
Q5S007
P78371
Q6IQ23
P98160
Q16644
O94986
P13861
P37023
Q9Y3R0
Q9Y272
P55771
Q96A37
Q8N5V2
Q9UKR3
Q04917
Q99942
P17066
Q13387
P49238
O00634
Q8IY31
Q9UKJ1
Q86TH1
Q9BX10
Q16270
Q7Z401
P63096
Q8IV63
Q9P246
P62993
A0PJW6
P23769
P21359
Q9BWT7
P19876
P13796
P52952
Q9H158
Q8IX03
Q9UKE5
O14939
P01023
Q9HCN6
Q9Y5E4
Q8NDB2
Q9UJM3
Q96TC7
Q9H4E7
Q9NR97
O43586
Q14457
P13501
P21918
Q13368
P30491
Q99558
Q04864
Q6AI08
Q15759
Q9UIB8
Q9UM01
Q15796
P05106
P05155
Q5GFL6
P16109
Q8IZQ1
O14522
P23511
Q96IJ6
O60602
Q13233
O14508
O60216
Q9Y4K3
Q8IUQ4
O43283
P35030
Q5PRF9
P19105
Q8TE68
A7KAX9
Q00013
Q8NFW1
Q5TCY1
P78314
O75716
P62249
Q96D21
P36941
P04275
Q8IUC6
Q00537
O94972
O95998
Q8NCE2
P49761
O75592
Q14164
Q5VT25
O95084
P42684
Q96AB6
P35580
P35579
Q99748
P17655
A4D1F6
Q96GD4
Q96KC2
P01374
Q8WXC3
O95373
Q8NBP7
P12111
P30504
P11226
P25705
Q01201
Q8WWC4
Q00978
Q9BZS1
Q15485
P01024
P08887
O75376
O00165
Q9NWZ3
P24394
Q01105
P06396
P01133
Q14161
Q9Y2W7
Q14258
Q05513
O95971
P20702
Q9NYQ8
Q5ZPR3
Q16512
O96017
Q14807
P19474
P30307
Q8NFA2
O14618
Q8N149
P30459
O75882
P18545
Q96RJ3
Q6UWB1
Q8IUL8
Q8TD55
P10586
P27986
Q9Y5H8
Q96PF2
P41182
Q15418
P10316
P10914
Q96K76
Q8N4C8
Q76G19
Q9BR09
O95711
O14931
Q6ZV89
Q86YW5
Q96A28
O95786
Q2M1P5
O43293
P29320
P32519
Q8N720
Q9H4I9
O00214
P40763
P01600
Q6UXG8
Q16620
Q13761
Q99819
Q9NYY3
Q13163
Q9Y575
Q8TEW0
Q15109
Q9BVN2
Q9H939
Q16690
P21730
Q5KU26
Q13043
O15117
P05783
O00459
Q14192
P27930
Q9UDY4
P49715
Q8N157
Q9NPH3
Q9NZP8
Q9BX69
P36888
Q96TA2
Q04656
Q9UH65
Q9Y3M8
Q9NR99
P06702
Q9BZ76
P11277
Q9UBC5
Q9H2X6
Q02763
P16581
Q99836
Q13671
Q07021
P07550
P52272
Q07889
O60504
P01574
P32927
P02747
Q14019
Q9BY67
Q8N7F7
P17858
Q9UL54
Q92729
P41273
P02649
O95793
P25685
Q8WXI3
Q9UBV7
Q9NYV4
P42858
P62942
P43121
P51668
Q9Y2A7
P02788
Q9NZ72
Q96JQ0
P04083
Q96KP6
P09326
Q9UPX8
Q15256
O96013
P42336
Q9H3S7
Q6ICG6
Q13219
Q00587
Q96EX3
Q8IYU4
P51398
P52747
Q15819
P46734
Q14242
Q99986
Q9Y5G3
Q92874
P50281
Q9UNX3
P60709
Q9GZS3
P08571
P57058
P31146
Q9BVA1
Q99467
Q9Y5Q5
Q9BXL7
Q6UWL6
P26045
P32189
Q8WZ42
Q96SY0
P05129
Q13490
Q9UHB6
P0CG47
O15197
P40429
P10768
P01031
Q5T442
P62330
P36873
Q96RU8
Q969Y0
Q9H1R3
Q9Y281
P49184
Q86XK7
P04080
P51572
Q9BV35
Q8IXA5
Q9Y619
Q92905
Q7L5N1
Q9BRK4
Q9ULV4
P15813
P98066
P04626
P62979
Q96HW7
P20963
O43747
P23975
P56945
Q15262
O43819
Q05397
Q12778
P07948
O95390
P45985
Q99704
Q9H6Z9
P11215
O15068
Q9BQI0
Q9BWW4
P28908
P51957
Q13107
Q8WUN7
P00747
P51955
P62837
P04150
P04899
Q13571
Q02241
Q9BWV1
P25025
Q00987
Q9BQI3
O15085
Q96JP2
Q8N3F8
P05019
P13569
P13671
Q13887
Q9Y5X1
O94804
Q6GTX8
Q5JZY3
P04216
Q8NFZ5
Q6UXL0
Q9UHN6
P32942
P12318
Q92630
Q93038
A8MVU1
P21854
P13612
Q9Y6U3
Q96BJ3
Q15326
P05141
Q9UBN7
P35626
O43286
Q15818
P00736
Q9HAC8
O15389
Q8IUX1
O14796
P42574
Q9Y6Q6
P04406
Q9H0H5
P61077
Q5VV17
Q6IA17
Q8TEL6
Q9HAV5
P0C0S8
Q9UBS8
O43175
P13232
P01563
Q8WXF8
P19174
Q8WVV5
Q13201
Q9BVT8
P61224
Q92793
Q01973
Q92608
P29322
P50613
Q13316
P13726
P40818
P01860
Q8TB24
P29590
P35222
O75326
P48740
Q9Y618
O75044
Q04637
P01583
O00187
Q9NQV8
Q9H3D4
Q9UHD9
Q9H0E2
Q9NNX6
Q96RF0
P02778
P38570
Q9UM54
O60260
Q92985
Q13601
Q9Y2H9
Q96BR1
O00178
P07711
Q30201
Q8WZ73
Q13526
Q9NVH2
O00160
Q9BQB6
P10747
O95665
O43488
O75445
O95819
Q96P44
Q15678
Q8TAS1
O43914
Q9Y2P0
P38936
P62736
Q96S86
P11912
O15524
Q7LGC8
P78368
P01903
Q9UL46
Q9GZX7
Q9NZQ7
P01243
P23771
P01137
Q6ZMP0
Q76MJ5
Q01523
Q9HBG7
Q9NPH5
P25963
P52630
Q96DZ5
O43541
P12319
Q9Y230
Q04912
Q5JXB2
Q13705
Q14643
Q86WV1
Q8NB16
Q9Y2H1
Q2KHM9
Q9Y5H1
Q13470
O95150
Q8N423
Q13469
P00367
P62070
P15151
O14543
P22749
Q8TBX8
P59190
Q86UP6
P55072
Q8WWX8
P07996
Q9Y5G7
P56199
P30291
P04350
Q9UNS2
Q9Y6X0
Q9Y3C5
Q13310
O43516
Q8WXW3
Q14896
Q14653
Q92882
P35236
P17480
Q92835
Q8IWL3
O95476
Q9UMX0
Q12923
P01589
O60825
Q6GPH4
Q01638
P40189
Q9Y275
Q96LC7
Q9NWB7
P08962
P26010
Q8TF42
Q9NUT2
P19022
P12236
Q9H6S1
O43187
P28562
Q9UQC2
O95965
P46937
P30479
O00159
P46782
O14944
P04003
Q8N9F7
P52566
Q9BYG5
P01889
Q9Y624
P15153
Q96L34
O76009
O43426
Q6ZMT1
Q15653
O75340
P08F94
P43234
O95411
O14672
O75928
O00570
P41252
P40305
Q9HAV0
O60512
Q9BXR5
P42704
Q8IVM0
P06729
P02741
Q9BRX8
Q9UL17
P21675
P20337
O75604
P19525
Q9NYL2
O00329
P54259
P49796
P46695
Q13509
Q02487
Q16698
Q9P0V8
Q9HBY0
O76036
P04554
P48023
O95502
P04839
P01584
O00182
Q9H0B6
Q96HY6
Q9NPA2
P47972
A5PKW4
Q9H204
P43378
Q8WXH6
O00468
Q06323
P62263
Q6PKG0
P05412
Q15569
O15455
Q15582
O14976
P20138
Q8N2H9
Q02388
P01834
Q6P9H4
P41743
P04229
P31994
Q9ULW5
P46527
Q96S59
Q06643
P78560
P55268
P23229
P29353
Q15744
P06401
O15111
O43765
Q9HBH9
P40337
P19256
Q16777
P09874
P04179
P51159
Q92932
P41279
Q9P2A4
P17927
P62140
Q9NQ38
P15509
Q15025
P00533
Q92934
Q86X29
O60667
P19875
Q13177
Q8WXK1
Q6EEV6
P16284
O95747
P13489
Q9UHC6
P09172
Q9Y613
P54760
P04440
Q07666
Q15717
Q13349
P31260
Q9ULP9
P22301
Q9Y6R0
Q9BQ51
Q16665
A8TX70
P20827
Q13976
P09917
P27695
Q8N5C8
P23510
Q96M96
P14316
P20916
Q12931
Q15139
Q92616
Q13478
Q9HBE4
A6NJZ7
Q9NYK1
Q96B67
O95751
P24385
Q9Y6H8
P57075
Q13203
Q05639
P51451
O60882
Q8TEJ3
Q8WWZ3
Q93009
P08476
P11801
O00273
P36406
O95644
P09341
P68400
O15392
P05023
Q9Y6N7
P06454
P52333
P35568
P07195
Q96P47
O75443
Q00872
Q07954
Q9H4L5
O75962
Q13444
P23378
Q5VVH5
P26998
P15498
Q13422
Q9NP99
Q96L08
Q96M61
Q9NZC2
Q16288
P40939
O14594
P30304
O15105
Q03591
Q9HC21
Q9NYS0
Q9Y508
P08631
O95831
P00519
Q76LX8
Q15011
Q9BV68
P31749
O60229
P18564
Q01362
Q13322
O14562
P08514
Q99607
P29597
Q9UQC1
P48061
Q14247
Q13588
P52564
P45984
Q13153
P61981
O76080
P09619
Q8WV28
Q9ULH1
Q7Z7K2
Q13077
O14807
Q9UBW5
P10912
Q6PIZ9
Q12851
Q92831
P09651
O75995
Q8NHJ6
Q96LJ8
Q8WUD6
P23470
Q9Y2J2
P62328
O95863
Q02246
Q9H257
Q12965
Q9UPY6
P18433
P20936
P04637
Q06830
O75022
Q31610
P08572
Q96PH1
O75911
P18847
P14373
Q9UBH6
O96020
Q99832
O00308
O76061
P05387
P49760
P21860
P40925
O14733
Q05209
P63261
Q13202
P62829
P55209
P07360
O95630
P40933
Q8IWU2
P49815
Q9UQC9
P18084
Q9H422
Q99459
Q96QH2
Q2UY09
P08567
Q00613
Q8NER5
P20794
P07954
Q8WVQ1
Q13098
P20823
O00750
Q9NVI7
Q86YT6
P20701
Q8TCT6
Q9Y286
Q6P3R8
Q02556
Q14416
Q8NE86
Q96P48
O43184
Q5T1R4
Q71UM5
P36896
P36897
P25445
P25391
Q7KZ85
O75015
Q8N126
Q86XR7
Q8TDQ1
Q9Y4G6
Q6ZV73
Q6P5Z2
P22415
P01009
Q9UKR5
Q9C019
O75364
P09769
Q08050
P09923
Q99715
Q8NEV4
Q9HC98
Q96Q27
Q9NPB6
Q15831
Q68D86
O14757
P55345
O15230
P08133
Q96L92
P61626
Q96MN2
P42575
Q8NI17
P42229
P02760
Q08345
Q9H9Q2
Q96A44
P61073
O75509
P23368
P62913
P53567
O60939
Q9BZL6
Q96PC5
P02545
Q92956
Q14CS0
Q3ZCQ8
Q13325
P78423
Q8TDR0
O15021
P42338
P20333
P15291
O94813
Q6PJF5
P02774
Q9BWM7
Q01974
O43464
Q13239
O76031
P24723
Q9NQ25
P52732
Q9H1D0
P78362
P84022
P27348
Q16594
P22607
O43781
Q15287
P17948
Q15004
Q53QZ3
Q16825
Q04206
O60566
P35625
P04280
P01308
Q13797
P51812
Q9NP31
Q9Y3Z3
Q9P0L1
P11117
Q96M89
Q9UQ35
P43246
P62158
Q9NYJ8
P20023
Q5TFQ8
P20273
P40200
P11836
P60033
P29376
P49840
Q13554
P08069
P03372
P25786
P51582
P24071
Q08380
Q96F86
O95631
Q9UL19
Q9H4A3
Q96PU5
Q9Y5S2
Q8IU60
Q96F15
O75379
Q13651
Q8N5S9
P59046
Q14213
Q14847
Q8N1G4
Q86SG6
O15357
P08138
P26022
Q5T124
P17931
P31358
O94806
P05107
Q9NYZ4
P08581
Q9NQB0
P13164
P07942
P42224
Q6UWV2
O76039
P49810
Q14571
P16452
P63104
P13686
Q92574
P32246
Q9Y519
O95267
Q9Y4H2
Q7L591
Q86VB7
Q9UK99
O15519
P52907
O15530
P25098
Q9NS00
Q15293
Q15750
Q12929
O75783
Q9Y320
P51911
P06734
O60684
Q9NZN1
Q6WCQ1
Q99952
Q9Y5E9
O43795
P54829
P42773
Q8TD08
Q8TC59
P21333
P30281
P10966
Q9UGK3
A2BHY4
Q9NZM3
Q8NET5
Q6ZTN6
Q9UHV5
P29558
P42679
Q9BRK5
Q16625
Q08722
P63000
P29323
P21802
P29459
O43315
P19438
O43521
Q9ULZ2
P0C0L4
P32248
Q9UM73
Q9Y6J8
Q9UGM3
Q14116
Q4JDL3
Q05655
P09912
Q9UHV8
P30487
Q9UGJ1
O95429
Q96G03
P80723
Q12829
P25774
P36894
P52790
Q99728
Q86WX3
Q9P1Y5
Q9Y576
Q03135
Q9UK80
Q9NQ75
Q96SL4
P08637
P02679
Q6XZF7
Q9Y4X5
P49759
P62834
Q9UPG8
P62258
Q9UFD9
P09486
Q16666
Q9NX02
P27708
Q8IWF6
Q13535
O14920
Q9NZ71
Q8WXH4
Q96MF2
P30041
Q00839
P02671
P17987
P26842
Q15628
O43557
P16885
P98082
A1X283
P52294
P15976
Q15835
Q13813
P68133
P16112
P54578
P07738
P10636
P53675
Q9Y2R2
P12110
Q9Y5S8
Q13094
O94885
Q15797
Q9Y5U5
P17947
Q9UDY8
P80192
Q92626
O15397
Q96DX5
Q14112
P49189
P14151
Q9UIA9
Q5VST9
P41159
O14512
P35637
P07814
P42681
P02008
Q92845
P08047
O43353
Q9NZS9
Q16816
P01112
O43504
Q96RU7
Q9H2K8
P00738
P05109
Q9HCK4
Q9Y6D5
Q9NRI5
Q99619
Q9ULB1
O14544
P20036
P60953
P47756
Q9UKJ0
Q92519
P04049
Q13045
P62136
Q9H1R2
P34949
Q8IX05
Q8TE67
P00441
P60568
P10319
Q14160
O95944
Q9HCE1
Q13772
Q8NE63
Q8N163
O75460
Q96J02
P09327
Q13557
Q96EQ8
Q96MS0
Q6ISB3
P10321
Q02539
Q15746
Q9UHY1
O43866
P19827
O95361
Q7Z434
Q12802
P12544
Q13291
P14543
P00751
Q00653
Q8WZ75
O15034
P50851
Q9HCX4
P13500
P02675
Q6PHR2
P01034
P24821
P20039
Q92974
Q9UKV3
Q9UBS0
O75159
P84103
P09914
P50991
P22102
P43405
Q07890
Q9Y5G8
P48730
Q8TEC5
Q9Y336
P14598
Q9Y2Z0
Q02779
P53355
Q9HC77
Q16740
O14948
P09564
P30480
Q16643
Q16849
O00743
Q0P651
P39687
O15164
Q9UN75
Q16581
Q6UXT8
P05015
Q16539
Q96DN5
P47898
P19652
Q8WWW0
Q9HD43
Q9H765
Q9NSY1
Q6GQQ9
P27694
Q9BX67
Q9HAU4
Q15208
Q15848
Q9NYQ6
Q96DF8
P42677
Q96S79
P15814
Q9UKW4
O95816
Q14289
Q9Y5G6
P17252
P12272
P14317
Q9BXA7
O00221
Q9Y6W6
Q86WV6
P06753
O14974
P01857
Q99062
Q9P212
P12314
P12956
P48551
Q13263
Q9P1W8
P78380
P78536
Q6UXB4
O14827
P33176
Q9Y2C9
Q9Y5G1
Q8N6C8
O14980
Q9ULW0
Q99584
P16144
Q13451
P22455
Q07343
O15204
P39900
O00206
P09693
O60449
Q96D42
Q15375
O60890
P02768
Q9UMF0
A6ZKI3
P35968
Q99759
Q99683
P07204
Q6P995
O43809
Q92692
P51965
Q9NRW1
P40259
Q7Z407
Q9H7M9
Q13882
P51397
Q12913
Q04771
Q9H171
P35225
P06576
Q99469
O00220
P08754
Q9NQC7
O14791
P41231
Q9UEE5
P22612
P13591
Q8N5H7
P05067
Q9BUZ4
O00254
P51692
Q69YQ0
Q06418
Q8NHQ8
Q9Y4K4
Q02750
O75578
Q15465
P55290
Q9UNM6
P0CG48
Q13609
Q15080
Q13464
Q9NYB9
Q9UDY2
Q9H4K1
O14763
Q9BX59
P17301
P04234
P05231
P14222
P17676
P51617
Q8IVH8
Q9UGN4
P48729
Q9UGT4
Q8TE77
Q9HB29
P08575
P14778
Q00536
P61088
P27797
P43250
P68371
Q6ZT12
P26038
Q9Y2G2
P02461
P18031
Q9BUF5
P04792
P20264
Q86WN1
O00141
Q96RW7
P02652
O00478
Q9NP60
Q86VP1
P47992
O95352
Q7Z3S7
Q9Y572
Q9BWF2
P16871
P54753
P41240
P10721
Q92485
P42772
Q07817
O95741
P08107
Q8TBC3
Q9NPJ6
P06127
Q9NQ94
P31997
P42226
Q13586
O94868
Q12852
P62987
P46108
Q86YT9
Q9UKX5
P35228
P05111
P43403
Q9H6Q3
P00488
P01730
P11279
Q01082
P20851
Q9UIK4
Q16513
P01891
Q96S21
Q8TE49
Q8WXH5
Q13683
Q9Y226
Q92851
P26640
Q13404
P06340
Q8IUN9
Q9BZF9
Q96CA5
Q9NRD5
Q9NSE2
Q9NY61
Q99627
Q9Y6R4
Q13158
O95714
P53367
Q9ULZ3
O14896
P46783
P27037
Q9UBI6
Q13191
P24158
Q9P0V3
Q9P0K1
P10145
P02751
Q9UMW8
P10398
Q06124
Q29940
P68363
Q8IUD6
P15529
Q9NPG4
Q9H1Y0
Q9H093
Q96GW9
P30279
P78324
Q9UKL3
Q14324
P49841
O14492
P25067
P11684
Q16795
P61769
P49407
Q7KZI7
P29965
O75973
Q9H3F6
Q96P20
Q9HAS3
Q96RN5
P33681
Q9NRB3
P0C0L5
Q5JSJ4
P01911
P98170
P26651
Q9UQ84
P19338
Q8IWV1
Q9Y5K6
P07947
Q9NR96
Q9Y4C0
P02549
C3PTT6
P37173
Q5H9R7
P01106
Q7Z6M3
Q9H853
Q15172
Q7L1T6
P14635
Q6PI73
P16410
Q16553
Q9UKU7
P42345
Q03001
Q9UJU6
Q9BXN2
P78552
P31995
P49736
O14641
P30490
O94832
P49767
Q9NVW2
Q8WZ60
Q05707
P05161
P04233
P19838
P29122
Q9Y6A5
Q9NYQ7
P62244
Q13049
Q9P0K7
O94921
Q86Y07
P15391
Q6P597
P06213
P08922
Q9BXW9
Q13547
Q9BXS5
P42680
P50990
Q8IZP0
P31151
P42768
P19320
P62995
Q29980
Q9NSU2
P56524
Q9Y6K9
P40238
Q13748
O75618
Q9UBE8
P22681
P06681
P20248
P02748
P32121
P52849
P16190
O60880
P68366
Q9UHG0
Q92520
Q9ULC3
Q13574
Q16671
Q9P0L2
Q9NZQ3
Q03405
P26006
Q13332
Q08379
Q9H3Y6
P36507
P07766
P01562
Q9C040
Q9UBF8
Q13627
P54756
P29466
P02746
P15056
P23497
Q15399
P43489
Q7Z6J0
Q13568
Q9UBU9
Q9BXB1
P31947
Q8IW41
Q8WXK3
Q8WUI4
P61247
Q9NPF7
O15350
P01111
Q99933
Q86UR1
Q9BYG4
P51959
O43316
Q9UHD2
Q96JQ5
Q96JY6
P46109
P14649
P52735
P07858
Q9UHF7
Q8WYL5
P33993
Q99640
P14618
P24855
O00635
P16157
Q96B36
P14784
P08294
P62988
Q9P1W9
Q92734
P29317
P30154
Q00526
Q9NRJ4
Q05315
P78509
O95976
A6NMZ7
P06239
Q9C035
Q07325
Q9Y6F9
P51452
Q16394
Q9C0K7
Q96BH1
Q8WYK0
Q92844
P29274
P15036
O14836
O60759
Q9BUV8
P28068
Q9Y5I0
P08648
Q9HB58
P01116
Q92496
Q9Y265
O75636
P51878
Q15669
Q15303
Q14773
O43493
Q00325
P05014
O96000
Q96GX9
P61812
P10124
O95990
Q7Z6A9
Q92997
Q8NCW6
Q12866
P32298
Q11206
O15162
P24941
P29460
O43592
P35916
Q96RR4
P11021
P16333
O60343
P34910
O00213
P19235
Q9H857
Q9Y2X8
O75626
Q7Z408
O00571
P55212
P23467
Q08830
Q9P121
P10643
Q06187
Q96CW1
P08670
O95382
P48552
Q00610
Q8NEY1
P57059
P42685
P17181
Q13418
P30461
Q12982
P26583
Q6Q0C0
P46059
Q969H4
O15355
Q9H2B4
P20810
P26012
Q9UGI0
Q9BQ50
P04114
