,UniProt1,UniProt2,symbol1,symbol2,evidence type
2582,P29376,P51451,LTK,BLK,pred
2583,P29376,Q13233,LTK,MAP3K1,pred
2584,P29376,Q8N5S9,LTK,CAMKK1,pred
2585,P29376,P32298,LTK,GRK4,pred
2586,P29376,P34947,LTK,GRK5,pred
2587,P29376,Q13705,LTK,ACVR2B,pred
2588,P29376,P54760,LTK,EPHB4,pred
2589,P29376,Q07912,LTK,TNK2,exp;pred
2590,P29376,P49759,LTK,CLK1,pred
2591,P29376,P42679,LTK,MATK,pred
2592,P29376,Q9Y4H2,LTK,IRS2,pred
2593,P29376,P46108,LTK,CRK,pred
2594,P29376,Q13191,LTK,CBLB,pred
2595,P29376,Q5JZY3,LTK,EPHA10,pred
2596,P29376,Q13368,LTK,MPP3,pred
2597,P29376,Q92918,LTK,MAP4K1,pred
2598,P29376,P35626,LTK,GRK3,pred
2599,P29376,Q16620,LTK,NTRK2,pred
2600,P29376,P43405,LTK,SYK,pred
2601,P29376,Q9UQM7,LTK,CAMK2A,pred
2602,P29376,Q9UQC2,LTK,GAB2,pred
2603,P29376,Q99704,LTK,DOK1,pred
2604,P29376,Q7KZI7,LTK,MARK2,pred
2605,P29376,Q9NZQ3,LTK,NCKIPSD,pred
2606,P29376,Q15303,LTK,ERBB4,pred
2607,P29376,Q06187,LTK,BTK,pred
2608,P29376,Q16832,LTK,DDR2,pred
2609,P29376,Q13554,LTK,CAMK2B,pred
2610,P29376,P54756,LTK,EPHA5,pred
2611,P29376,Q9H0K1,LTK,SIK2,pred
2612,P29376,Q9Y2H9,LTK,MAST1,pred
2613,P29376,Q08881,LTK,ITK,pred
2614,P29376,Q14416,LTK,GRM2,pred
2615,P29376,Q8NER5,LTK,ACVR1C,pred
2616,P29376,Q5VT25,LTK,CDC42BPA,pred
2617,P29376,P42338,LTK,PIK3CB,pred
2618,P29376,Q969H4,LTK,CNKSR1,pred
2619,P29376,Q13555,LTK,CAMK2G,pred
2620,P29376,P51692,LTK,STAT5B,pred
2621,P29376,P42336,LTK,PIK3CA,pred
2622,P29376,Q13772,LTK,NCOA4,pred
2623,P29376,Q07666,LTK,KHDRBS1,pred
2624,P29376,P42680,LTK,TEC,pred
2625,P29376,P29597,LTK,TYK2,pred
2626,P29376,Q6PIZ9,LTK,TRAT1,pred
2627,P29376,P42229,LTK,STAT5A,pred
2628,P29376,Q05397,LTK,PTK2,pred
2629,P29376,Q13202,LTK,DUSP8,exp
2630,P29376,Q9UM73,LTK,ALK,exp;pred
2631,P29376,P37173,LTK,TGFBR2,pred
2632,P29376,Q96PF2,LTK,TSSK2,pred
2633,P29376,Q9H1D0,LTK,TRPV6,pred
2634,P29376,P35590,LTK,TIE1,pred
2635,P29376,P80192,LTK,MAP3K9,pred
2636,P29376,P42681,LTK,TXK,pred
2637,P29376,Q16671,LTK,AMHR2,pred
2638,P29376,Q16288,LTK,NTRK3,pred
2639,P29376,Q13470,LTK,TNK1,pred
2640,P29376,P52333,LTK,JAK3,pred
2641,P29376,P42685,LTK,FRK,pred
2642,P29376,Q9BXM7,LTK,PINK1,pred
2643,P29376,Q8WZ42,LTK,TTN,pred
2644,P29376,Q8NCE2,LTK,MTMR14,exp
2645,P29376,Q9UPY6,LTK,WASF3,pred
2646,P29376,P54762,LTK,EPHB1,pred
2647,P29376,P35916,LTK,FLT4,pred
2648,P29376,P36896,LTK,ACVR1B,pred
2649,P29376,P40763,LTK,STAT3,pred
2650,P29376,Q99952,LTK,PTPN18,pred
2651,P29376,P35968,LTK,KDR,pred
2652,P29376,Q9P0L2,LTK,MARK1,pred
2653,P29376,P35222,LTK,CTNNB1,pred
2654,P29376,P51813,LTK,BMX,pred
2655,P29376,P30530,LTK,AXL,pred
2656,P29376,Q14289,LTK,PTK2B,pred
2657,P29376,Q13094,LTK,LCP2,pred
2658,P29376,P54753,LTK,EPHB3,pred
2659,P29376,Q92569,LTK,PIK3R3,pred
2660,P29376,Q16816,LTK,PHKG1,pred
2661,P29376,P43250,LTK,GRK6,pred
2662,P29376,P68400,LTK,CSNK2A1,pred
2663,P29376,P43403,LTK,ZAP70,pred
2664,P29376,Q15569,LTK,TESK1,pred
2665,P29376,Q16513,LTK,PKN2,pred
2666,P29376,Q9UJM3,LTK,ERRFI1,exp
2667,P29376,P54764,LTK,EPHA4,pred
2668,P29401,Q14765,TKT,STAT4,exp
2669,P29459,Q13568,IL12A,IRF5,exp
2670,P29460,Q13568,IL12B,IRF5,exp;pred
2671,P29466,Q13546,CASP1,RIPK1,pred
2672,P29590,Q13568,PML,IRF5,pred
2673,P29597,P31994,TYK2,FCGR2B,pred
2674,P29597,Q14765,TYK2,STAT4,pred
2675,P29597,Q9Y2R2,TYK2,PTPN22,pred
2676,P29692,Q13546,EEF1D,RIPK1,pred
2677,P30273,P31994,FCER1G,FCGR2B,pred
2678,P30279,Q13546,CCND2,RIPK1,pred
2679,P30281,Q13546,CCND3,RIPK1,pred
2680,P30291,Q13546,WEE1,RIPK1,pred
2681,P30480,Q15116,HLA-B,PDCD1,pred
2682,P30504,Q15116,HLA-C,PDCD1,pred
2683,P30530,P31994,AXL,FCGR2B,pred
2684,P30530,Q13546,AXL,RIPK1,pred
2685,P30530,Q9Y2R2,AXL,PTPN22,pred
2686,P31151,Q13546,S100A7,RIPK1,pred
2687,P31260,P31994,HOXA10,FCGR2B,pred
2688,P31689,Q13546,DNAJA1,RIPK1,exp;pred
2689,P31749,Q13546,AKT1,RIPK1,pred
2690,P31751,Q13546,AKT2,RIPK1,pred
2691,P31785,P31994,IL2RG,FCGR2B,pred
2692,P31943,Q13546,HNRNPH1,RIPK1,pred
2693,P31946,Q13546,YWHAB,RIPK1,pred
2694,P31994,Q16620,FCGR2B,NTRK2,pred
2695,P31994,Q9NPY3,FCGR2B,CD93,pred
2696,P31994,Q16288,FCGR2B,NTRK3,pred
2697,P31994,Q8NHJ6,FCGR2B,LILRB4,pred
2698,P31994,Q9BYB0,FCGR2B,SHANK3,pred
2699,P31994,Q07890,FCGR2B,SOS2,pred
2700,P31994,Q15036,FCGR2B,SNX17,pred
2701,P31994,Q9BWV1,FCGR2B,BOC,pred
2702,P31994,P31995,FCGR2B,FCGR2C,pred
2703,P31994,Q9Y6Y9,FCGR2B,LY96,pred
2704,P31994,Q9H1R2,FCGR2B,DUSP15,pred
2705,P31994,Q02556,FCGR2B,IRF8,pred
2706,P31994,P32927,FCGR2B,CSF2RB,pred
2707,P31994,Q92692,FCGR2B,NECTIN2,pred
2708,P31994,Q05655,FCGR2B,PRKCD,pred
2709,P31994,Q05397,FCGR2B,PTK2,pred
2710,P31994,Q30201,FCGR2B,HFE,pred
2711,P31994,P41240,FCGR2B,CSK,pred
2712,P31994,Q13291,FCGR2B,SLAMF1,pred
2713,P31994,Q92637,FCGR2B,FCGR1B,pred
2714,P31994,Q8TDQ0,FCGR2B,HAVCR2,pred
2715,P31994,Q8NHL6,FCGR2B,LILRB1,pred
2716,P31994,Q29980,FCGR2B,MICB,pred
2717,P31994,Q7Z6A9,FCGR2B,BTLA,pred
2718,P31994,Q99704,FCGR2B,DOK1,pred
2719,P31994,Q06187,FCGR2B,BTK,pred
2720,P31994,Q9UKJ1,FCGR2B,PILRA,pred
2721,P31994,Q9H7M9,FCGR2B,VSIR,pred
2722,P31994,Q9NZQ7,FCGR2B,CD274,pred
2723,P31994,P48023,FCGR2B,FASLG,pred
2724,P31994,Q8NET5,FCGR2B,NFAM1,pred
2725,P31994,Q15303,FCGR2B,ERBB4,pred
2726,P31994,P40259,FCGR2B,CD79B,pred
2727,P31994,Q8TD46,FCGR2B,CD200R1,pred
2728,P31994,Q9UKR5,FCGR2B,ERG28,exp
2729,P31994,Q9NP99,FCGR2B,TREM1,pred
2730,P31994,Q9Y4H2,FCGR2B,IRS2,pred
2731,P31994,Q06124,FCGR2B,PTPN11,exp
2732,P31994,Q13478,FCGR2B,IL18R1,pred
2733,P31994,P78324,FCGR2B,SIRPA,pred
2734,P31994,Q03135,FCGR2B,CAV1,pred
2735,P31994,Q96GW9,FCGR2B,MARS2,exp
2736,P31994,Q99062,FCGR2B,CSF3R,pred
2737,P31994,Q9UM73,FCGR2B,ALK,pred
2738,P31994,P62993,FCGR2B,GRB2,exp;pred
2739,P31994,P46940,FCGR2B,IQGAP1,pred
2740,P31994,P51159,FCGR2B,RAB27A,pred
2741,P31994,Q9UDY8,FCGR2B,MALT1,pred
2742,P31994,Q92918,FCGR2B,MAP4K1,pred
2743,P31994,Q9UQC2,FCGR2B,GAB2,pred
2744,P31994,Q07666,FCGR2B,KHDRBS1,pred
2745,P31994,P42684,FCGR2B,ABL2,pred
2746,P31994,Q07889,FCGR2B,SOS1,pred
2747,P31994,Q6PIZ9,FCGR2B,TRAT1,pred
2748,P31994,P42081,FCGR2B,CD86,pred
2749,P31994,Q13094,FCGR2B,LCP2,pred
2750,P31994,Q01362,FCGR2B,MS4A2,pred
2751,P31994,Q15080,FCGR2B,NCF4,pred
2752,P31994,Q8TB24,FCGR2B,RIN3,pred
2753,P31994,Q8N423,FCGR2B,LILRB2,pred
2754,P31994,Q9ULH1,FCGR2B,ASAP1,pred
2755,P31994,Q9Y279,FCGR2B,VSIG4,pred
2756,P31994,P43628,FCGR2B,KIR2DL3,pred
2757,P31994,Q95460,FCGR2B,MR1,pred
2758,P31994,Q9HBG7,FCGR2B,LY9,pred
2759,P31994,Q96D42,FCGR2B,HAVCR1,pred
2760,P31994,Q8TDQ1,FCGR2B,CD300LF,pred
2761,P31994,P40200,FCGR2B,CD96,pred
2762,P31994,Q16553,FCGR2B,LY6E,exp
2763,P31994,Q08881,FCGR2B,ITK,pred
2764,P31994,P35968,FCGR2B,KDR,pred
2765,P31994,Q9NZC2,FCGR2B,TREM2,pred
2766,P31994,P78310,FCGR2B,CXADR,pred
2767,P31994,Q9P1W8,FCGR2B,SIRPG,pred
2768,P31994,Q14258,FCGR2B,TRIM25,pred
2769,P31994,Q92835,FCGR2B,INPP5D,exp;pred
2770,P31994,Q8WV28,FCGR2B,BLNK,pred
2771,P31994,Q14653,FCGR2B,IRF3,pred
2772,P31994,P43405,FCGR2B,SYK,pred
2773,P31994,P98082,FCGR2B,DAB2,pred
2774,P31994,P78314,FCGR2B,SH3BP2,pred
2775,P31994,Q13077,FCGR2B,TRAF1,pred
2776,P31994,Q9UPX8,FCGR2B,SHANK2,pred
2777,P31994,Q5TFQ8,FCGR2B,SIRPB1,pred
2778,P31994,Q9NWQ8,FCGR2B,PAG1,pred
2779,P31994,Q9Y624,FCGR2B,F11R,pred
2780,P31994,Q5ZPR3,FCGR2B,CD276,pred
2781,P31994,Q9HB58,FCGR2B,SP110,pred
2782,P31994,Q16270,FCGR2B,IGFBP7,pred
2783,P31994,Q14289,FCGR2B,PTK2B,pred
2784,P31994,P43403,FCGR2B,ZAP70,pred
2785,P31994,P49840,FCGR2B,GSK3A,exp
2786,P31994,Q9HCN6,FCGR2B,GP6,pred
2787,P31994,Q9GZY6,FCGR2B,LAT2,pred
2788,P31994,Q9Y336,FCGR2B,SIGLEC9,pred
2789,P31994,P42768,FCGR2B,WAS,pred
2790,P31994,P51451,FCGR2B,BLK,exp
2791,P31994,P46108,FCGR2B,CRK,exp;pred
2792,P31994,Q6GTX8,FCGR2B,LAIR1,pred
2793,P31994,Q07912,FCGR2B,TNK2,pred
2794,P31994,Q29983,FCGR2B,MICA,pred
2795,P31994,Q7L591,FCGR2B,DOK3,pred
2796,P32121,Q13546,ARRB2,RIPK1,pred
2797,P32189,Q15116,GK,PDCD1,exp
2798,P32248,Q14765,CCR7,STAT4,pred
2799,P32519,Q9Y2R2,ELF1,PTPN22,pred
2800,P32927,Q9Y2R2,CSF2RB,PTPN22,pred
2801,P33981,Q13546,TTK,RIPK1,pred
2802,P33993,Q9NSU2,MCM7,TREX1,exp
2803,P34910,Q14765,EVI2B,STAT4,pred
2804,P34931,Q13546,HSPA1L,RIPK1,exp;pred
2805,P34932,Q13546,HSPA4,RIPK1,pred
2806,P34947,Q13546,GRK5,RIPK1,pred
2807,P34949,Q9Y2R2,MPI,PTPN22,pred
2808,P35236,Q9Y2R2,PTPN7,PTPN22,pred
2809,P35968,Q13546,KDR,RIPK1,pred
2810,P35968,Q9Y2R2,KDR,PTPN22,pred
2811,P36507,Q13546,MAP2K2,RIPK1,pred
2812,P36873,Q13546,PPP1CC,RIPK1,pred
2813,P36888,Q13546,FLT3,RIPK1,pred
2814,P36894,Q13546,BMPR1A,RIPK1,pred
2815,P36894,Q15116,BMPR1A,PDCD1,exp
2816,P36896,Q13546,ACVR1B,RIPK1,pred
2817,P36897,Q13546,TGFBR1,RIPK1,pred
2818,P36941,Q13546,LTBR,RIPK1,pred
2819,P37023,Q13546,ACVRL1,RIPK1,pred
2820,P37173,Q13546,TGFBR2,RIPK1,pred
2821,P38646,Q13546,HSPA9,RIPK1,exp;pred
2822,P38646,Q13568,HSPA9,IRF5,pred
2823,P38936,Q13546,CDKN1A,RIPK1,pred
2824,P39687,Q9NSU2,ANP32A,TREX1,pred
2825,P40238,Q14765,MPL,STAT4,pred
2826,P40305,Q13546,IFI27,RIPK1,pred
2827,P40763,Q13546,STAT3,RIPK1,pred
2828,P40763,Q13568,STAT3,IRF5,pred
2829,P40763,Q14765,STAT3,STAT4,exp;pred
2830,P40763,Q8NDB2,STAT3,BANK1,ortho;pred
2831,P40925,Q9Y2R2,MDH1,PTPN22,pred
2832,P40939,Q13546,HADHA,RIPK1,pred
2833,P41182,Q14765,BCL6,STAT4,pred
2834,P41231,Q13546,P2RY2,RIPK1,pred
2835,P41240,Q9Y2R2,CSK,PTPN22,exp;pred
2836,P41252,Q13546,IARS,RIPK1,pred
2837,P41273,Q13546,TNFSF9,RIPK1,pred
2838,P41279,Q13546,MAP3K8,RIPK1,exp;ortho;pred
2839,P41743,Q13546,PRKCI,RIPK1,exp;pred
2840,P42081,Q13546,CD86,RIPK1,pred
2841,P42224,Q13546,STAT1,RIPK1,pred
2842,P42224,Q13568,STAT1,IRF5,pred
2843,P42224,Q14765,STAT1,STAT4,exp;pred
2844,P42224,Q9Y2R2,STAT1,PTPN22,pred
2845,P42226,Q13546,STAT6,RIPK1,pred
2846,P42226,Q13568,STAT6,IRF5,pred
2847,P42226,Q14765,STAT6,STAT4,pred
2848,P42229,Q13546,STAT5A,RIPK1,pred
2849,P42229,Q14765,STAT5A,STAT4,pred
2850,P42336,Q9Y2R2,PIK3CA,PTPN22,pred
2851,P42345,Q13546,MTOR,RIPK1,pred
2852,P42574,Q13546,CASP3,RIPK1,pred
2853,P42574,Q9Y2R2,CASP3,PTPN22,pred
2854,P42575,Q13546,CASP2,RIPK1,pred
2855,P42677,Q13546,RPS27,RIPK1,pred
2856,P42679,Q14765,MATK,STAT4,pred
2857,P42680,Q14765,TEC,STAT4,pred
2858,P42680,Q9Y2R2,TEC,PTPN22,pred
2859,P42684,Q14765,ABL2,STAT4,pred
2860,P42684,Q9Y2R2,ABL2,PTPN22,pred
2861,P42685,Q14765,FRK,STAT4,pred
2862,P42701,Q14765,IL12RB1,STAT4,exp;pred
2863,P42768,Q9Y2R2,WAS,PTPN22,exp;pred
2864,P42772,Q13546,CDKN2B,RIPK1,pred
2865,P42773,Q13546,CDKN2C,RIPK1,pred
2866,P42858,Q13546,HTT,RIPK1,pred
2867,P43246,Q9NSU2,MSH2,TREX1,exp
2868,P43378,Q15116,PTPN9,PDCD1,exp
2869,P43378,Q9Y2R2,PTPN9,PTPN22,pred
2870,P43403,Q13546,ZAP70,RIPK1,pred
2871,P43403,Q14765,ZAP70,STAT4,pred
2872,P43403,Q9Y2R2,ZAP70,PTPN22,exp;pred
2873,P43405,Q13546,SYK,RIPK1,pred
2874,P43405,Q9Y2R2,SYK,PTPN22,pred
2875,P43489,Q13546,TNFRSF4,RIPK1,ortho;pred
2876,P45983,Q13546,MAPK8,RIPK1,pred
2877,P45984,Q13546,MAPK9,RIPK1,pred
2878,P45984,Q9Y2R2,MAPK9,PTPN22,pred
2879,P45985,Q13546,MAP2K4,RIPK1,pred
2880,P46108,Q14765,CRK,STAT4,exp;pred
2881,P46108,Q9Y2R2,CRK,PTPN22,pred
2882,P46109,Q14765,CRKL,STAT4,pred
2883,P46734,Q13546,MAP2K3,RIPK1,pred
2884,P46782,Q13546,RPS5,RIPK1,pred
2885,P46783,Q13546,RPS10,RIPK1,pred
2886,P46934,Q13546,NEDD4,RIPK1,pred
2887,P46940,Q13546,IQGAP1,RIPK1,pred
2888,P47756,Q13546,CAPZB,RIPK1,pred
2889,P48023,Q13546,FASLG,RIPK1,pred
2890,P48023,Q9Y2R2,FASLG,PTPN22,pred
2891,P48551,Q13568,IFNAR2,IRF5,pred
2892,P48551,Q14765,IFNAR2,STAT4,pred
2893,P48552,Q13546,NRIP1,RIPK1,pred
2894,P48643,Q13546,CCT5,RIPK1,pred
2895,P48643,Q13568,CCT5,IRF5,pred
2896,P48729,Q13546,CSNK1A1,RIPK1,exp;pred
2897,P48730,Q13546,CSNK1D,RIPK1,pred
2898,P48736,Q9Y2R2,PIK3CG,PTPN22,pred
2899,P49137,Q13546,MAPKAPK2,RIPK1,pred
2900,P49184,Q13609,DNASE1L1,DNASE1L3,pred
2901,P49327,Q13546,FASN,RIPK1,pred
2902,P49407,Q13546,ARRB1,RIPK1,pred
2903,P49662,Q13546,CASP4,RIPK1,pred
2904,P49759,Q13546,CLK1,RIPK1,pred
2905,P49759,Q9Y2R2,CLK1,PTPN22,exp
2906,P49760,Q13546,CLK2,RIPK1,pred
2907,P49761,Q13546,CLK3,RIPK1,pred
2908,P49796,Q13568,RGS3,IRF5,exp
2909,P49810,Q13546,PSEN2,RIPK1,pred
2910,P49841,Q13546,GSK3B,RIPK1,pred
2911,P49863,Q14765,GZMK,STAT4,pred
2912,P49863,Q9NSU2,GZMK,TREX1,pred
2913,P50502,Q13546,ST13,RIPK1,pred
2914,P50591,Q13546,TNFSF10,RIPK1,exp;pred
2915,P50613,Q13546,CDK7,RIPK1,pred
2916,P51397,Q13546,DAP,RIPK1,pred
2917,P51398,Q13546,DAP3,RIPK1,pred
2918,P51451,Q14765,BLK,STAT4,pred
2919,P51452,Q9Y2R2,DUSP3,PTPN22,pred
2920,P51532,Q14765,SMARCA4,STAT4,pred
2921,P51617,Q13546,IRAK1,RIPK1,pred
2922,P51617,Q13568,IRAK1,IRF5,ortho;pred
2923,P51668,Q13546,UBE2D1,RIPK1,exp;pred
2924,P51692,Q13546,STAT5B,RIPK1,pred
2925,P51692,Q14765,STAT5B,STAT4,pred
2926,P51812,Q13546,RPS6KA3,RIPK1,pred
2927,P51813,Q14765,BMX,STAT4,pred
2928,P51861,Q9Y2R2,CDR1,PTPN22,pred
2929,P51878,Q13546,CASP5,RIPK1,pred
2930,P51955,Q13546,NEK2,RIPK1,pred
2931,P51957,Q13546,NEK4,RIPK1,pred
2932,P51959,Q13546,CCNG1,RIPK1,pred
2933,P52294,Q13568,KPNA1,IRF5,exp
2934,P52333,Q13546,JAK3,RIPK1,pred
2935,P52333,Q14765,JAK3,STAT4,pred
2936,P52564,Q13546,MAP2K6,RIPK1,pred
2937,P52564,Q14765,MAP2K6,STAT4,exp
2938,P52566,Q9Y2R2,ARHGDIB,PTPN22,pred
2939,P52630,Q13568,STAT2,IRF5,pred
2940,P52630,Q14765,STAT2,STAT4,pred
2941,P52630,Q9Y2R2,STAT2,PTPN22,pred
2942,P52735,Q9Y2R2,VAV2,PTPN22,pred
2943,P52747,Q13568,ZNF143,IRF5,pred
2944,P52907,Q13546,CAPZA1,RIPK1,pred
2945,P52952,Q13546,NKX2-5,RIPK1,pred
2946,P53350,Q13546,PLK1,RIPK1,pred
2947,P53355,Q13546,DAPK1,RIPK1,pred
2948,P53367,Q13546,ARFIP1,RIPK1,pred
2949,P53667,Q13546,LIMK1,RIPK1,pred
2950,P53671,Q13546,LIMK2,RIPK1,pred
2951,P53675,Q13546,CLTCL1,RIPK1,pred
2952,P54132,Q13546,BLM,RIPK1,pred
2953,P54136,Q13546,RARS,RIPK1,pred
2954,P54259,Q13546,ATN1,RIPK1,pred
2955,P54652,Q13546,HSPA2,RIPK1,pred
2956,P54760,Q13546,EPHB4,RIPK1,pred
2957,P54762,Q9Y2R2,EPHB1,PTPN22,pred
2958,P54829,Q9Y2R2,PTPN5,PTPN22,pred
2959,P55072,Q13546,VCP,RIPK1,pred
2960,P55072,Q9Y2R2,VCP,PTPN22,exp
2961,P55209,Q13546,NAP1L1,RIPK1,pred
2962,P55210,Q13546,CASP7,RIPK1,pred
2963,P55211,Q13546,CASP9,RIPK1,pred
2964,P55212,Q13546,CASP6,RIPK1,pred
2965,P55771,Q9Y2R2,PAX9,PTPN22,pred
2966,P55957,Q13546,BID,RIPK1,pred
2967,P56192,Q13546,MARS,RIPK1,pred
2968,P56945,Q9Y2R2,BCAR1,PTPN22,pred
2969,P57058,Q13546,HUNK,RIPK1,pred
2970,P57059,Q13546,SIK1,RIPK1,pred
2971,P57075,Q9Y2R2,UBASH3A,PTPN22,pred
2972,P58107,Q13546,EPPK1,RIPK1,pred
2973,P58340,Q13546,MLF1,RIPK1,exp
2974,P58753,Q13568,TIRAP,IRF5,pred
2975,P59046,Q13546,NLRP12,RIPK1,pred
2976,P60228,Q9Y2R2,EIF3E,PTPN22,exp
2977,P60409,Q9NSU2,KRTAP10-7,TREX1,exp
2978,P60660,Q13546,MYL6,RIPK1,pred
2979,P60660,Q13568,MYL6,IRF5,pred
2980,P60709,Q13546,ACTB,RIPK1,pred
2981,P60866,Q13546,RPS20,RIPK1,pred
2982,P61006,Q13546,RAB8A,RIPK1,pred
2983,P61024,Q13546,CKS1B,RIPK1,pred
2984,P61077,Q13546,UBE2D3,RIPK1,pred
2985,P61088,Q13546,UBE2N,RIPK1,exp;pred
2986,P61201,Q13568,COPS2,IRF5,exp
2987,P61247,Q13546,RPS3A,RIPK1,pred
2988,P61289,Q13546,PSME3,RIPK1,pred
2989,P61803,Q15116,DAD1,PDCD1,exp
2990,P61978,Q9Y2R2,HNRNPK,PTPN22,pred
2991,P61981,Q13546,YWHAG,RIPK1,pred
2992,P62136,Q13546,PPP1CA,RIPK1,pred
2993,P62140,Q13546,PPP1CB,RIPK1,pred
2994,P62158,Q13546,-,RIPK1,pred
2995,P62158,Q13568,-,IRF5,pred
2996,P62244,Q13546,RPS15A,RIPK1,pred
2997,P62249,Q13546,RPS16,RIPK1,pred
2998,P62258,Q13546,YWHAE,RIPK1,pred
2999,P62330,Q15116,ARF6,PDCD1,exp
3000,P62736,Q9NSU2,ACTA2,TREX1,exp
3001,P62805,Q13546,HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4K;HIST1H4L;HIST2H4A;HIST2H4B;HIST4H4,RIPK1,pred
3002,P62829,Q13546,RPL23,RIPK1,exp;pred
3003,P62837,Q13546,UBE2D2,RIPK1,pred
3004,P62873,Q13546,GNB1,RIPK1,pred
3005,P62879,Q13546,GNB2,RIPK1,pred
3006,P62906,Q13546,RPL10A,RIPK1,pred
3007,P62913,Q13546,RPL11,RIPK1,pred
3008,P62942,Q13546,FKBP1A,RIPK1,pred
3009,P62979,Q13546,RPS27A,RIPK1,pred
3010,P62987,Q13546,UBA52,RIPK1,exp;pred
3011,P62993,Q13546,GRB2,RIPK1,pred
3012,P62993,Q13568,GRB2,IRF5,exp
3013,P62993,Q9Y2R2,GRB2,PTPN22,exp;pred
3014,P63104,Q13546,YWHAZ,RIPK1,pred
3015,P63104,Q8NDB2,YWHAZ,BANK1,exp
3016,P63165,Q13546,SUMO1,RIPK1,pred
3017,P63261,Q13546,ACTG1,RIPK1,exp;pred
3018,P68133,Q9Y2R2,ACTA1,PTPN22,exp
3019,P68363,Q13546,TUBA1B,RIPK1,pred
3020,P68366,Q13546,TUBA4A,RIPK1,pred
3021,P68371,Q13546,TUBB4B,RIPK1,pred
3022,P68400,Q13546,CSNK2A1,RIPK1,pred
3023,P78314,Q14765,SH3BP2,STAT4,pred
3024,P78314,Q9Y2R2,SH3BP2,PTPN22,pred
3025,P78362,Q9Y2R2,SRPK2,PTPN22,exp
3026,P78368,Q13546,CSNK1G2,RIPK1,pred
3027,P78371,Q13546,CCT2,RIPK1,pred
3028,P78527,Q13546,PRKDC,RIPK1,pred
3029,P78527,Q9NSU2,PRKDC,TREX1,exp
3030,P78536,Q13546,ADAM17,RIPK1,pred
3031,P78560,Q13546,CRADD,RIPK1,exp;pred
3032,P80192,Q13546,MAP3K9,RIPK1,pred
3033,P80723,Q13546,BASP1,RIPK1,pred
3034,P84022,Q13568,SMAD3,IRF5,pred
3035,P98170,Q13546,XIAP,RIPK1,exp;pred
3036,Q00005,Q13546,PPP2R2B,RIPK1,pred
3037,Q00325,Q13546,SLC25A3,RIPK1,pred
3038,Q00526,Q13546,CDK3,RIPK1,pred
3039,Q00535,Q13546,CDK5,RIPK1,pred
3040,Q00610,Q13546,CLTC,RIPK1,pred
3041,Q00613,Q13546,HSF1,RIPK1,pred
3042,Q00653,Q13546,NFKB2,RIPK1,pred
3043,Q00653,Q13568,NFKB2,IRF5,pred
3044,Q00839,Q13546,HNRNPU,RIPK1,pred
3045,Q00978,Q13568,IRF9,IRF5,pred
3046,Q00978,Q14765,IRF9,STAT4,pred
3047,Q00978,Q15116,IRF9,PDCD1,ortho
3048,Q00987,Q13546,MDM2,RIPK1,pred
3049,Q00987,Q9NSU2,MDM2,TREX1,pred
3050,Q01082,Q13546,SPTBN1,RIPK1,pred
3051,Q01105,Q13546,SET,RIPK1,pred
3052,Q01105,Q9NSU2,SET,TREX1,exp;pred
3053,Q01201,Q13546,RELB,RIPK1,pred
3054,Q01201,Q14765,RELB,STAT4,pred
3055,Q01638,Q13568,IL1RL1,IRF5,pred
3056,Q01973,Q13546,ROR1,RIPK1,pred
3057,Q01974,Q13546,ROR2,RIPK1,pred
3058,Q01974,Q9Y2R2,ROR2,PTPN22,exp
3059,Q02156,Q13546,PRKCE,RIPK1,pred
3060,Q02556,Q13568,IRF8,IRF5,pred
3061,Q02556,Q14765,IRF8,STAT4,pred
3062,Q02750,Q13546,MAP2K1,RIPK1,pred
3063,Q02763,Q13546,TEK,RIPK1,pred
3064,Q03135,Q13546,CAV1,RIPK1,pred
3065,Q04206,Q13546,RELA,RIPK1,pred
3066,Q04206,Q13568,RELA,IRF5,exp;pred
3067,Q04206,Q14765,RELA,STAT4,pred
3068,Q04637,Q13546,EIF4G1,RIPK1,pred
3069,Q04759,Q13546,PRKCQ,RIPK1,ortho
3070,Q04759,Q9Y2R2,PRKCQ,PTPN22,pred
3071,Q04771,Q13546,ACVR1,RIPK1,pred
3072,Q04864,Q13546,REL,RIPK1,pred
3073,Q04864,Q13568,REL,IRF5,pred
3074,Q04864,Q14765,REL,STAT4,pred
3075,Q04917,Q13546,YWHAH,RIPK1,pred
3076,Q05209,Q9Y2R2,PTPN12,PTPN22,pred
3077,Q05397,Q13546,PTK2,RIPK1,exp;pred
3078,Q05397,Q9Y2R2,PTK2,PTPN22,pred
3079,Q05513,Q13546,PRKCZ,RIPK1,exp;pred
3080,Q05639,Q13546,EEF1A2,RIPK1,pred
3081,Q05655,Q13546,PRKCD,RIPK1,pred
3082,Q05655,Q14765,PRKCD,STAT4,pred
3083,Q05655,Q9Y2R2,PRKCD,PTPN22,exp;pred
3084,Q06124,Q14765,PTPN11,STAT4,pred
3085,Q06124,Q15116,PTPN11,PDCD1,exp
3086,Q06124,Q9Y2R2,PTPN11,PTPN22,pred
3087,Q06187,Q13546,BTK,RIPK1,pred
3088,Q06187,Q14765,BTK,STAT4,pred
3089,Q06187,Q9Y2R2,BTK,PTPN22,pred
